# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 6083 | Quebra-gelo (duas estrelas) | 1 | kiwi_mark_04.xml |
| 6084 | Quebra-gelo (três estrelas) | 1 | kiwi_mark_05.xml |
| 6085 | Terremoto (uma estrela) | 1 | kiwi_mark_06.xml |
| 6086 | Terremoto (duas estrelas) | 1 | kiwi_mark_07.xml |
| 6087 | Terremoto (três estrelas) | 1 | kiwi_mark_08.xml |
| 6088 | Pripyat (uma estrela) | 1 | kiwi_mark_09.xml |
| 6089 | Pripyat (duas estrelas) | 1 | kiwi_mark_10.xml |
| 6090 | Pripyat (três estrelas) | 1 | kiwi_mark_11.xml |
| 6091 | Tubarão Negro (uma estrela) | 1 | kiwi_mark_12.xml |
| 6092 | Tubarão Negro (duas estrelas) | 1 | kiwi_mark_13.xml |
| 6093 | Tubarão Negro (três estrelas) | 1 | kiwi_mark_14.xml |
| 6094 | Anúbis (uma estrela) | 1 | kiwi_mark_15.xml |
| 6095 | Anúbis (duas estrelas) | 1 | kiwi_mark_16.xml |
| 6096 | Anúbis (três estrelas) | 1 | kiwi_mark_17.xml |
| 6097 | Membro do torneio K.I.W.I. | 1 | kiwi_mark_18.xml |
| 6098 | Bronze no torneio K.I.W.I. | 1 | kiwi_mark_19.xml |
| 6099 | Prata no torneio K.I.W.I. | 1 | kiwi_mark_20.xml |
| 6100 | Ouro no torneio K.I.W.I. | 1 | kiwi_mark_21.xml |
| 6101 | Admirável mundo novo | 1 | kiwi_mark_22.xml |
| 6112 | Último salto | 1000 | secret_06.xml |
| 6113 | Raticida | 1000 | secret_07.xml |
| 6123 | Gooooool! | 1 | ru_ec02_mark_01.xml |
| 6124 | Eu sou Blackwood! | 1 | ru_ec02_mark_02.xml |
| 6125 | Eu sou Warface! | 1 | ru_ec02_mark_03.xml |
| 6141 | Bonita, mortal e vitoriosa | 1 | bra_women_mark_01.xml |
| 6161 | Sobre as ondas | 10 | wintbsdeepwater1.xml |
| 6162 | Mares abertos | 25 | wintbsdeepwater2.xml |
| 6163 | Base-mãe | 50 | wintbsdeepwater3.xml |
| 6175 | Reiki | 5000 | japan_mark_heal.xml |
| 6176 | Kabuto | 5000 | japan_mark_repair.xml |
| 6180 | Demônio de aço | 20 | japan_mark_sed_01.xml |
| 6181 | Demônio de fogo | 1 | japan_mark_sed_02.xml |
| 6197 | Conquista secreta | 1 | japan_mark_secret.xml |
| 6221 | 4º Lugar do Torneio Sindicato | 1 | bp05_mark_01.xml |
| 6222 | 3º Lugar do Torneio Sindicato | 1 | bp05_mark_02.xml |
| 6223 | 2º Lugar do Torneio Sindicato | 1 | bp05_mark_03.xml |
| 6224 | 1º Lugar do Torneio Sindicato | 1 | bp05_mark_04.xml |
| 6225 | Segunda semana do Sindicato | 1 | bp05_mark_05.xml |
| 6226 | Quinta semana do Sindicato | 1 | bp05_mark_06.xml |
| 6227 | Oitava semana do Sindicato | 1 | bp05_mark_07.xml |
| 6228 | Décima primeira semana do Sindicato | 1 | bp05_mark_08.xml |
| 6229 | Fuzileiro Sindicato | 1 | bp05_mark_09.xml |
| 6230 | Engenheiro Sindicato | 1 | bp05_mark_10.xml |
| 6231 | Médico Sindicato | 1 | bp05_mark_11.xml |
| 6232 | Franco-atirador Sindicato | 1 | bp05_mark_12.xml |
| 6233 | Sindicato - estágio 1 | 1 | bp05_mark_13.xml |
| 6234 | Sindicato - estágio 2 | 1 | bp05_mark_14.xml |
| 6235 | Sindicato - estágio 3 | 1 | bp05_mark_15.xml |
| 6236 | Sindicato - estágio 4 | 1 | bp05_mark_16.xml |
| 6249 | Sindicato - estágio 5 | 1 | bp05_mark_17.xml |
| 6258 | Ninguém além de nós | 1 | ru_marathon_event_mark_01.xml |
| 6259 | Seguindo em frente | 1 | ru_marathon_event_mark_02.xml |
| 6262 | Mad Maxim | 5000 | pt38kill.xml |
| 6263 | Avançado: Mad Maxim | 10000 | pt38kill25.xml |
| 6265 | Infâmia | 5000 | pt36kill.xml |
| 6266 | Avançado: Infâmia | 10000 | pt36kill25.xml |
| 6272 | Morcego dos infernos | 1 | ru_hlw18_mark_01.xml |
| 6273 | Caça às bruxas | 1 | ru_hlw18_mark_02.xml |
| 6280 | Formas de morte baseadas em carbono | 10000 | carbon01_mark_01.xml |
| 6286 | Duendicida | 1 | ru_patrick_mark_01.xml |
| 6289 | Sob a proteção da batatinha | 1 | ru_pringles_mark_01.xml |
| 6290 | Magia Obscura | 100 | kn20kill.xml |
| 6305 | Morte inevitável | 5000 | smg45_kill.xml |
| 6306 | Avançado: Morte inevitável | 10000 | smg45kill25.xml |
| 6327 | Monstro dos biscoitos | 100 | shg49kill5.xml |
| 6329 | 1 tiro, 1 eliminação | 500 | mars_kills03.xml |
| 6360 | Morte silenciosa | 5000 | smg46kill.xml |
| 6361 | Avançado: Morte silenciosa | 10000 | smg46kill25.xml |
| 6373 | Material raro | 1000 | mars_mark_gold_kills.xml |
| 6377 | Matador marciano | 1000 | mars_kills01.xml |
| 6378 | Prepare-se, Urano! | 10 | mars_kills02.xml |
| 6380 | Sobrevivente de Marte | 1 | mars_mark_no_death.xml |
| 6381 | Tommy Gun M1928 | 5000 | smg47kill.xml |
| 6382 | Avançado: Tommy Gun M1928 | 10000 | smg47kill25.xml |
| 6384 | Deimos demolidora | 9000 | mars02damage_mark_01.xml |
| 6390 | Treinador | 1 | mentor_mark_01.xml |
| 6392 | Passagem Só de Ida | 25000 | stream02_mark_01.xml |
| 6395 | O Amor é Guerra | 1 | ru_love_mark_02.xml |
| 6401 | Perspectiva Interior | 1000 | stream03_mark_01.xml |
| 6505 | Aproveitando o Dia | 5 | meta_ctf.xml |
| 6506 | Vitória Perfeita | 3 | meta_dmn.xml |
| 6507 | Ataque Aéreo | 3 | meta_dst.xml |
| 6508 | Por Conta Própria | 3 | meta_ffa.xml |
| 6509 | Licença Para Matar | 3 | meta_hnt.xml |
| 6511 | Conflito Eterno | 10 | meta_ptb.xml |
| 6514 | Rápido Como Um Raio | 10 | meta_stm.xml |
| 6515 | No Epicentro | 10 | meta_tbs.xml |
| 6516 | Confronto de Equipe | 15 | meta_tdm.xml |
| 6519 | Engenheiro Certificado | 25 | meta_weapon_e_kills.xml |
| 6520 | Médico Habilidoso | 25 | meta_weapon_m_kills.xml |
| 6521 | Fuzileiro Veterano | 25 | meta_weapon_r_kills.xml |
| 6522 | Franco-atirador Veterano | 25 | meta_weapon_s_kills.xml |
| 6526 | SED Épico | 6 | meta_weapon_h_kills.xml |
| 6554 | Ponta de Lança (SED) | 1 | winrw1heavy.xml |
| 6555 | Emboscada (SED) | 1 | winrw2heavy.xml |
| 6556 | Caçador Noturno (SED) | 1000 | hnt_heavy_kills_01.xml |
| 6565 | SED Dominador | 100 | heavy_kills_01.xml |
| 6566 | SED Infiltrador | 100 | heavy_kills_02.xml |
| 6567 | SED Caçador | 100 | heavy_kills_03.xml |
| 6568 | SED Destruidor | 100 | heavy_kills_04.xml |
| 6603 | Justiceiro Invernal | 25000 | camo02_mark_01.xml |
| 6665 | O guru do amor | 1 | ru_love_mark_03.xml |
| 7001 | Aniversário Coreano | 1000 | korea_anniversary_1.xml |
| 7005 | Triunfante | 1 | ru_watcher_oc02.xml |
| 7007 | Cobra-real do deserto | 1000 | camo09_mark_01.xml |
| 7011 | O Ponto Negro | 1000 | black02_mark_01.xml |
| 7053 | Engenheiro Blackwood | 1 | engineer_bp08_mark_01.xml |
| 7054 | Médico Blackwood | 1 | medic_bp08_mark_01.xml |
| 7056 | Acesso Blackwood | 1 | progress_bp08_mark_01.xml |
| 7058 | Fuzileiro Blackwood | 1 | rifleman_bp08_mark_01.xml |
| 7059 | Franco-atirador Blackwood | 1 | sniper_bp08_mark_01.xml |
| 7061 | Desafiante Blackwood | 1 | tournament_bp08_mark_01.xml |
| 7064 | Guerreiro Blackwood | 1 | weekly_bp08_mark_01.xml |
| 7091 | Fim Doloroso | 5000 | smg49kill.xml |
| 7092 | Avançado: Fim Doloroso | 10000 | smg49kill25.xml |
| 7097 | Penas da Guerra | 1 | bp10_weekly_mark01.xml |
| 7099 | O Caminho da Espada | 1 | bp10_progress_mark_01.xml |
| 7102 | Médico Samurai | 1 | bp10_medic_mark_01.xml |
| 7103 | Franco-atirador Samurai | 1 | bp10_sniper_mark_01.xml |
| 7104 | Fuzileiro Samurai | 1 | bp10_rifleman_mark_01.xml |
| 7105 | Engenheiro Samurai | 1 | bp10_engineer_mark_01.xml |
| 7106 | Samurai de Aço | 1 | bp10_sed_mark_01.xml |
| 7110 | Faça Mais, Fale Menos | 1 | bp10_tournament_mark_01.xml |
| 7116 | Explosão de lucros | 1 | bp13_mark_01.xml |
| 7117 | Riqueza à vista | 1 | bp13_mark_02.xml |
| 7118 | Engrenagens de lucro | 1 | bp13_mark_03.xml |
| 7119 | O dinheiro cura todas as feridas | 1 | bp13_mark_04.xml |
| 7120 | Quem precisa de Bitcoin? | 1 | bp13_mark_05.xml |
| 7121 | Roubo de identidade | 1 | bp13_mark_06.xml |
| 7122 | Dinheirama | 1 | bp13_mark_07.xml |
| 7123 | Touro do Assalto | 1 | bp13_mark_08.xml |
| 7124 | Águia do Assalto | 1 | bp13_mark_09.xml |
| 7125 | Gorila do Assalto | 1 | bp13_mark_10.xml |
| 7126 | Lobo do Assalto | 1 | bp13_mark_11.xml |
| 7254 | Fuzileiro do Motim | 1 | bp11_mark_01.xml |
| 7255 | Médico do Motim | 1 | bp11_mark_02.xml |
| 7256 | Engenheiro do Motim | 1 | bp11_mark_03.xml |
| 7257 | Franco-atirador do Motim | 1 | bp11_mark_04.xml |
| 7258 | Raciocínio perfeito | 1 | bp11_mark_05.xml |
| 7259 | Rebelde mirim | 1 | bp11_mark_06.xml |
| 7270 | Treinador de Campeões | 1 | esports_mark_01.xml |
| 7271 | A Nata da Nata | 1 | esports_mark_02.xml |
| 7272 | Campeão do Chá | 1 | esports_mark_03.xml |
| 7273 | Campeão Elusivo | 1 | esports_mark_04.xml |
| 7327 | Moeda de Ouro | 1 | ru_patrick_mark_03.xml |
| 7500 | Marca da Copa do Mundo no Brasil | 1000 | brazil_worldcup_1.xml |
| 7505 | Helping each other! | 1 | gmachievements_02.xml |
| 7544 | Membro do torneio Armagedom | 1 | bp06_mark_01.xml |
| 7545 | Torneio Armagedom Bronze | 1 | bp06_mark_02.xml |
| 7546 | Torneio Armagedom Prata | 1 | bp06_mark_03.xml |
| 7547 | Torneio Armagedom Ouro | 1 | bp06_mark_04.xml |
| 7550 | Um grande salto para a Humanidade | 1 | bp06_mark_05.xml |
| 7553 | Contratempos temporários | 1 | bp06_mark_06.xml |
| 7556 | O cara dos negócios | 1 | bp06_mark_07.xml |
| 7559 | Armado até os dentes | 1 | bp06_mark_08.xml |
| 7562 | Médico do Armagedom | 1 | bp06_mark_09.xml |
| 7563 | Franco-atirador do Armagedom | 1 | bp06_mark_10.xml |
| 7564 | Fuzileiro do Armagedom | 1 | bp06_mark_11.xml |
| 7565 | Engenheiro do Armagedom | 1 | bp06_mark_12.xml |
| 7567 | Grumete espacial | 1 | bp06_mark_13.xml |
| 7568 | Marujo espacial | 1 | bp06_mark_14.xml |
| 7569 | Oficial espacial | 1 | bp06_mark_15.xml |
| 7570 | Capitão espacial | 1 | bp06_mark_16.xml |
| 7571 | Almirante espacial | 1 | bp06_mark_17.xml |
| 8001 | Corrida da Monção | 1000 | anniversary1yearkill.xml |
| 8003 | Brilhe Como o Sol | 500 | vdvsaigakill.xml |
| 8014 | Campeão da Open Cup | 1 | opencup_09.xml |
| 8015 | Grande Campeão da Open Cup | 1 | opencup_10.xml |
| 8016 | Campeão Mestre da Open Cup | 1 | opencup_11.xml |
| 8022 | Copa Rápida: Vencedor | 1 | fastcup_02.xml |
| 8101 | Hacker da Base | 1 | mystery_note_02.xml |
| 8104 | O Dono da História | 1 | ny_marathon_02.xml |
| 8106 | Os 10 Melhores | 1 | clan_race_01.xml |
| 8107 | Serviço Corporativo | 25000 | black03_mark_01.xml |
| 8110 | Esquadrão de Fuzileiros | 1 | rifleman_mark_01.xml |
| 8111 | Primeiros Socorros | 1 | medic_mark_01.xml |
| 8112 | Fã de Explosivos | 1 | engineer_mark_01.xml |
| 8113 | Disparo Fatal | 1 | sniper_mark_01.xml |
| 8200 | Peça Rara | 25000 | friday01_mark_01.xml |
| 8208 | Stechkin | 5000 | pt10kill.xml |
| 8210 | Unidade Alemã! | 1990 | germanunity.xml |
| 8236 | Camomila Sangrenta | 1 | 8march_mark_01.xml |
| 8401 | Aniversário Russo de 3 Anos | 1 | ru_anniversary_03.xml |
| 8404 | O Intruso | 1 | ru_meetings_01.xml |
| 8406 | Paz ao Mundo | 1 | ru_may_dove01.xml |
| 8407 | Especialista do Fórum | 1 | ru_forum_expert01.xml |
| 8408 | Homem vs. Máquina | 1 | ru_man_vs_machine.xml |
| 8409 | Vitória Armada | 1 | ru_weapon_victory.xml |
| 8412 | Pão e Circo | 1 | ru_watcher_oc01.xml |
| 8415 | Golpe Oculto | 1 | ru_collect_skull01.xml |
| 8417 | Brainstorm | 1 | ru_brainstorm_mark.xml |
| 8419 | View from the hell | 1 | ru_magmaeye_mark.xml |
| 8420 | Member of the season, "The Siege" | 1 | ru_tower_ok_mark.xml |
| 8424 | I am going on the trail | 1 | ru_mark_winterhunt01.xml |
| 8425 | Huntsman | 1 | ru_mark_winterhunt02.xml |
| 8426 | Tutsan | 1 | ru_mark_winterhunt03.xml |
| 8427 | Survival Expert | 1 | ru_mark_winterhunt04.xml |
| 8438 | Snowman in the nanosuit | 1 | ru_mark_nym_marathon02.xml |
| 8443 | The game for 5 | 1 | ru_play_05.xml |
| 8444 | With an open heart | 1 | ru_mark_dobro_01.xml |
| 8447 | Meu Tipo de Festa! | 1 | ru_mark_ticket.xml |
| 8525 | Twitch Prime | 1 | ru_twitch_mark_01.xml |
| 8526 | Fã do Discord | 1 | ru_discord_mark_01.xml |
| 9000 | Soldado NeoN | 1000 | steam_exclusive_1.xml |
| 9013 | As melhores intenções | 1 | bp11_mark_07.xml |
| 9016 | Amuleto da Sorte | 1 | ru_patrick_mark_02.xml |
| 10001 | Troféu Primeira Vítima | 10 | rm_firstplacewin_ach01.xml |
| 10009 | Cânone em Ré Maior | 100 | rw_destruction1.xml |
| 10012 | Jogador regular | 1 | ru_bonus_mark_01.xml |
| 10101 | Dia da Independência | 1776 | usa_independence_day_01.xml |
| 10102 | Le quatorze Juillet | 1789 | french_bastille_day_01.xml |
| 10103 | 123 Anos Atrás | 1918 | poland_independence_day_01.xml |
| 10104 | Juntos e Unidos! | 1990 | german_unification_day_01.xml |
| 10105 | Buldogue Britânico | 1707 | uk_day_01.xml |
| 10106 | Dia de Colombo | 1492 | spain_day_01.xml |
| 10107 | Festa della Repubblica | 1946 | italian_independence_day_01.xml |
| 10108 | Forte Feito Um Turco | 1923 | turkish_republic_day_01.xml |
| 10109 | Dia de Jan Hus | 1415 | czechia_jan_hus_day_01.xml |
| 10149 | Valquíria | 1 | ru_valkyrie_mark_01.xml |
| 10150 | Mestre Fuzileiro | 1 | ru_valkyrie_mark_02.xml |
| 10151 | Mestre Franco-atirador | 1 | ru_valkyrie_mark_03.xml |
| 10152 | Mestre Engenheiro | 1 | ru_valkyrie_mark_04.xml |
| 10153 | Mestre Médico | 1 | ru_valkyrie_mark_05.xml |
| 10154 | Mestre SED | 1 | ru_valkyrie_mark_06.xml |
| 10159 | Ambiente Hostil | 10 | wintdmghosttown1.xml |
| 10160 | Pico Radioativo | 25 | wintdmghosttown2.xml |
| 10161 | Fusão Nuclear | 50 | wintdmghosttown3.xml |
| 10171 | Imunidade a Mordidas | 1 | swarm_mark_01.xml |
| 10172 | Geração de Aranhas | 5000 | swarm_mark_02.xml |
| 10173 | Matador de Reis | 5 | swarm_mark_03.xml |
| 10174 | Desinsetizador | 25 | swarm_mark_04.xml |
| 10175 | Elimine com Fogo! | 1000 | swarm_mark_05.xml |
| 10189 | Laptop Perdido | 20 | swarm_mark_06.xml |
| 10190 | Lutador Kamikaze | 50 | swarm_mark_07.xml |
| 10501 | Caçador de Terremoto | 1 | vol_survivor1.xml |
| 10507 | Titã da Torreta | 500 | vol_turret7.xml |
| 10510 | Especialista Tático | 1 | vol_survivor10.xml |
| 10512 | Caçador de Cabeças do Terremoto | 1000 | vol_kills_he12.xml |
| 10516 | Bala Quente | 5000 | lava01kills02.xml |
| 11005 | Explorador de Tumbas (Fuzileiro) | 5 | afro_survivor5.xml |
| 11006 | Explorador de Tumbas (Médico) | 5 | afro_survivor6.xml |
| 11007 | Explorador de Tumbas (Engenheiro) | 5 | afro_survivor7.xml |
| 11008 | Explorador de Tumbas (Franco-atirador) | 5 | afro_survivor8.xml |
| 11017 | Doutrina Blitz: Perseguição | 25 | tbshawkrockfirstplace02.xml |
| 11018 | Doutrina Blitz: Limpeza | 50 | tbshawkrockfirstplace03.xml |
| 11025 | Doutrina Blitz: Ponto Focal | 10 | tbshawkrockfirstplace01.xml |
| 12101 | Frentes de batalha | 1500 | 9may_mark_01.xml |
| 12143 | Engenheiro Heroico | 1 | engineer_bp09_mark_01.xml |
| 12144 | Médico Heroico | 1 | medic_bp09_mark_01.xml |
| 12146 | Olhar Letal | 1 | progress_bp09_mark_01.xml |
| 12148 | Franco-atirador Heroico | 1 | sniper_bp09_mark_01.xml |
| 12150 | Desafiador Gorgon | 1 | tournament_bp09_mark_01.xml |
| 12152 | Medusa | 1 | weekly_bp09_mark_01.xml |
| 12155 | Fuzileiro Heroico | 1 | rifleman_bp09_mark_01.xml |
| 12160 | Energia de Tornado | 1 | sg42_mark_01.xml |
| 12162 | Chegou o Halloween | 25000 | hlw03_mark_01.xml |
| 12167 | Festeiro Demais | 1000 | bp09_mark_01.xml |
| 13013 | Fã da CrowCrowd.AG | 1 | ru_proleague_xv_mark_01.xml |
| 13025 | Lembrancinha Envenenada | 10 | hnt_pripyat_collectdogtags_01.xml |
| 13026 | Lembrancinha Tóxica | 100 | hnt_pripyat_collectdogtags_02.xml |
| 13027 | Lembrancinha Radioativa | 1000 | hnt_pripyat_collectdogtags_03.xml |
| 13031 | Battle Cup: Melhor Jogador | 1 | ru_bc_mark_01.xml |
| 13043 | Bandeira Pirata | 1 | ru_mark_pirate01.xml |
| 13070 | O Bonzão da Quebrada | 10 | winptb_district_up1.xml |
| 13071 | O Bandido do Distrito | 25 | winptb_district_up2.xml |
| 13072 | A Ameaça da Favela | 50 | winptb_district_up3.xml |
| 13101 | Assassino do Pátio | 250 | killsffaafghanup1.xml |
| 13102 | Matador do Pátio | 1000 | killsffaafghanup3.xml |
| 13103 | Exterminador do Pátio | 2500 | killsffaafghanup2.xml |
| 13116 | O Assassino do Túnel | 10 | wintdmswarm1.xml |
| 13117 | O Dizimador do Túnel | 25 | wintdmswarm2.xml |
| 13118 | O Exterminador do Túnel | 50 | wintdmswarm3.xml |
| 13129 | Marca "Enfrentando o Enxame Juntos" | 1 | ru_mark_swarm_01.xml |
| 13130 | Shimoro | 1 | ru_mark_swarm_02.xml |
| 13131 | Русский мясник' | 1 | ru_mark_swarm_03.xml |
| 13132 | Ракутагин' | 1 | ru_mark_swarm_04.xml |
| 13133 | X Medium | 1 | ru_mark_swarm_05.xml |
| 13134 | MC Серега' | 1 | ru_mark_swarm_06.xml |
| 13135 | Enfrentando o Enxame com JonTronShow | 1 | ru_mark_swarm_07.xml |
| 13136 | Enfrentando o Enxame com JoshDub | 1 | ru_mark_swarm_08.xml |
| 13137 | Razor | 1 | ru_mark_swarm_09.xml |
| 13138 | Marca Jogador Um | 1 | ru_mark_swarm_10.xml |
| 13139 | Marca "Enxame e Twitch" | 1 | ru_mark_swarm_11.xml |
| 13140 | Marca "Enxame na cidade" | 1 | ru_mark_swarm_12.xml |
| 13141 | Marca "Devorador de Enxame" | 1 | ru_mark_swarm_13.xml |
| 13142 | Marca "Depuração" | 1 | ru_mark_swarm_14.xml |
| 13143 | Marca "Aracnoameaça" | 1 | ru_mark_swarm_15.xml |
| 13157 | Hidden War | 1 | ru_mark_console_01.xml |
| 13158 | Hidden War | 1 | ru_mark_console_02.xml |
| 13159 | Hidden War | 1 | ru_mark_console_03.xml |
| 13160 | Hidden War | 1 | ru_mark_console_04.xml |
| 20049 | Bombardeio | 1 | pin_up_01.xml |
| 20053 | Ryos | 1 | roccat02.xml |
| 20064 | Primeiro lugar no torneio de desafio de clãs | 1 | clan_challenge_01.xml |
| 20065 | Segundo lugar no torneio de desafio de clãs | 1 | clan_challenge_02.xml |
| 20066 | Terceiro lugar no torneio de desafio de clãs | 1 | clan_challenge_03.xml |
| 20171 | Filhote de lobisomem | 10 | wintbsheist1.xml |
| 20172 | Lobisomem jovem | 25 | wintbsheist2.xml |
| 20173 | Guerreiro lobisomem | 50 | wintbsheist3.xml |
| 20217 | Fogueiras de Frutos | 1 | ru_september3rd_mark_01.xml |
| 20312 | Mais Escuro Que Preto | 10 | winstmblackwood1.xml |
| 20313 | Guerra Obscura | 25 | winstmblackwood2.xml |
| 20314 | Catástrofe Sombria | 50 | winstmblackwood3.xml |
| 30000 | Warface | 27 | ps4_meta_trophy.xml |
| 30002 | Agora você está no exército! | 1 | ps4_pvpfinish.xml |
| 30003 | Já nasceu preparado | 1 | ps4_pvefinish.xml |
| 30006 | Seguindo em frente | 5 | ps4_rank_05.xml |
| 30007 | Desenvolvimento da carreira | 15 | ps4_rank_15.xml |
| 30008 | Até o fim... | 30 | ps4_rank_30.xml |
| 30009 | Na mosca | 50 | ps4_rank_50.xml |
| 30010 | Velho de guerra | 60 | ps4_rank_60.xml |
| 30011 | Chefe da Warface | 70 | ps4_rank_70.xml |
| 30012 | Gênio militar | 80 | ps4_rank_80.xml |
| 30013 | Verdadeiro campeão | 90 | ps4_rank_90.xml |
| 30014 | Grana alta | 10000 | ps4_warbucks.xml |
| 30015 | King-size | 100 | ps4_crowns.xml |
| 30016 | Top lámen | 1 | ru_bigbon_mark_01.xml |
| 30019 | Lobo solitário | 10 | ps4_ffa_bat_top03.xml |
| 30020 | Habilidades de sobrevivência | 10 | ps4_lms_top03.xml |
| 30021 | Espírito de equipe | 10 | ps4_tdm_10.xml |
| 30022 | Isso aqui é bomba! | 10 | ps4_ptb_blitz_10.xml |
| 30023 | Reino supremo | 10 | ps4_dmn_ctf_10.xml |
| 30024 | Eu dou as cartas | 10 | ps4_dst_stm_10.xml |
| 30025 | Quanto maiores... | 1 | ps4_helicopter.xml |
| 30026 | Melhor defesa | 10 | ps4_shieldbearers_10.xml |
| 30027 | A mão que ajuda | 10 | ps4_climbassists_10.xml |
| 30028 | Tique, taque... BUM! | 1 | ps4_grenadier_03.xml |
| 30029 | Sob o radar | 5 | ps4_slide_05.xml |
| 30030 | Trindade profana | 1 | ps4_triplekill.xml |
| 30036 | Médico na área | 10 | ps4_ressurector_10.xml |
| 30038 | Anjo misericordioso | 10000 | ps4_healer_10k.xml |
| 30039 | Bem forjado | 10000 | ps4_repair_10k.xml |
| 30040 | Inimigo invisível | 30 | ps4_claymore_30.xml |
| 30041 | Põe o pé na água | 1 | ps4_survivor_easy.xml |
| 30042 | Esse é o meu garoto! | 1 | ps4_survivor_hard.xml |
| 30043 | Soldado invernal | 1 | ps4_survivor_ice.xml |
| 30044 | Invasor de tumbas | 1 | ps4_survivor_anubis.xml |
| 30045 | Ex-machina | 1 | ps4_survivor_zombie.xml |
| 30046 | O pulso da Terra | 1 | ps4_survivor_volcano.xml |
| 30047 | The Walking Dead | 1 | ps4_survivor_zombietower.xml |
| 30048 | Quem apagou a luz? | 1 | ps4_survivor_anubis_02.xml |
| 30049 | Radioativo | 1 | ps4_survivor_chernobyl.xml |
| 30050 | Livre estou | 1 | ps4_survivor_campaignsections.xml |
| 30051 | Lenda viva | 1 | ps4_survivor_greatwhite.xml |
| 30105 | Avançado: Energia Cinética | 10000 | smg48kill25.xml |
| 30106 | Energia Cinética | 5000 | smg48_kill.xml |
| 30107 | Lua de Sangue | 500 | hlw02kill_01.xml |
| 30110 | Assassino do Distrito | 250 | killsffadistrictup1.xml |
| 30111 | Matador do Distrito | 1000 | killsffadistrictup2.xml |
| 30112 | Exterminador do Distrito | 2500 | killsffadistrictup3.xml |
| 40027 | Sangue e Ferro | 1 | bp07_console_mark_01.xml |
| 40028 | Ouro e Pólvora | 1 | bp07_console_mark_02.xml |
| 40029 | Sombra e Kevlar | 1 | bp07_console_mark_03.xml |
| 40030 | Aço e Fumaça | 1 | bp07_console_mark_04.xml |
| 40068 | Escaravelho Metálico | 1 | bp_egypt_mark_01.xml |
| 40069 | Escaravelho de Bronze | 1 | bp_egypt_mark_02.xml |
| 40070 | Escaravelho de Prata | 1 | bp_egypt_mark_03.xml |
| 40071 | Escaravelho Dourado | 1 | bp_egypt_mark_04.xml |
| 40113 | Diabo Poeirento | 1 | desert_dog00001_mark.xml |
| 40114 | Tenacidade Pura | 1 | desert_dog00002_mark.xml |
| 40125 | A ajuda está chegando | 1 | valkyrie_00001_mark.xml |
| 40128 | Em tempos difíceis | 1 | valkyrie_fbs_00001_mark.xml |
| 40134 | Carnaval da morte | 1 | cartel_00001_mark.xml |
| 40136 | Brilho da morte | 1 | cartel_fbs_00001_mark.xml |
| 40138 | E pluribus unum | 1 | usday00001_mark.xml |
| 40143 | Espada da Justiça | 1 | swat_00001_mark.xml |
| 40145 | Sempre atento | 1 | swat_fbs_00001_mark.xml |
| 40151 | Mar de Aço | 1 | navy_00001_mark.xml |
| 40153 | Guerra Subaquática | 1 | navy_fbs_00001_mark.xml |
| 60082 | Corsário | 25000 | pirate01_mark_01.xml |
